cell	feat	expr_map	expr_ci_lower	expr_ci_upper
15	ARFGEF1	0	0	14
15	FOXK2	0	0	14
15	RASAL2	0	0	14
15	SLC5A3	0	0	14
15	TTF2	0	0	14
15	BRIP1	4	1	21
15	ULK2	0	0	14
15	RC3H1	0	0	14
15	MDN1	0	0	14
15	CREBBP	4	1	21
15	EXOC2	0	0	14
15	SLC1A4	0	0	14
15	GPRIN1	0	0	14
15	INSR	0	0	14
15	ARHGAP18	0	0	14
15	ZBTB24	0	0	14
15	TRAPPC9	0	0	14
15	GAN	0	0	14
15	PIK3R3	8	2	28
15	EPHA2	0	0	14
15	KIF18B	0	0	14
15	MUT	4	1	21
15	ALMS1	0	0	14
15	SH3BGRL2	8	2	28
15	AKAP11	0	0	14
15	ARL10	8	2	28
15	FAM126B	0	0	14
15	HECTD3	0	0	14
15	C11orf95	17	7	41
15	USP20	0	0	14
15	KIF13A	0	0	14
15	IFT122	0	0	14
15	MAP7D3	0	0	14
15	CSRNP2	0	0	14
15	THADA	0	0	14
15	TUBGCP4	4	1	21
15	TDRD7	0	0	14
15	E2F3	0	0	14
15	UNC119B	0	0	14
15	C10orf12	0	0	14
15	KIF7	0	0	14
15	PRKDC	0	0	14
15	CBL	0	0	14
15	MBLAC2	0	0	14
15	GM2A	0	0	14
15	GTF3C4	0	0	14
15	SP4	0	0	14
15	CTCF	0	0	14
15	LRIG3	8	2	28
15	FOXM1	17	7	41
15	ABCA1	4	1	21
15	SIDT2	0	0	14
15	LPHN3	4	1	21
15	TTI1	4	1	21
15	PDS5A	0	0	14
15	AGL	0	0	14
15	C17orf51	0	0	14
15	SNIP1	0	0	14
15	PRKAB2	0	0	14
15	KLHL29	0	0	14
15	REV1	0	0	14
15	DZIP3	4	1	21
15	MORC3	4	1	21
15	CIT	0	0	14
15	LRRC8C	0	0	14
15	NF1	4	1	21
15	C16orf72	0	0	14
15	RHOBTB2	0	0	14
15	ATP7B	0	0	14
15	NCAPD3	0	0	14
15	ZNF480	4	1	21
15	ETV3	0	0	14
15	SLC9A6	0	0	14
15	TARBP1	0	0	14
15	KLHL15	0	0	14
15	UBL3	0	0	14
15	JARID2	4	1	21
15	CSPP1	0	0	14
15	ZNF652	0	0	14
15	DIEXF	4	1	21
15	ARHGEF10L	0	0	14
15	SERAC1	0	0	14
15	TRIM14	4	1	21
15	DHX16	8	2	28
15	SVEP1	4	1	21
15	NOL6	0	0	14
15	ZNF697	0	0	14
15	ZNF436	0	0	14
15	GPATCH1	0	0	14
15	SCN3A	0	0	14
15	TOP3A	0	0	14
15	NFAT5	0	0	14
15	KCNMA1	0	0	14
15	CHD6	0	0	14
15	UNC13B	0	0	14
15	SMCR7L	0	0	14
15	COG3	0	0	14
15	ATF7IP	0	0	14
15	FAM120C	4	1	21
15	ITPR1	0	0	14
15	INPP4A	0	0	14
15	WDR66	0	0	14
15	DMD	0	0	14
15	RBM12B	0	0	14
15	SLC18A2	0	0	14
15	WDR48	0	0	14
15	SLC30A4	0	0	14
15	CLCN7	0	0	14
15	LIG3	0	0	14
15	FAM129A	0	0	14
15	ZCCHC6	0	0	14
15	LRIF1	0	0	14
15	GDF11	0	0	14
15	RP11-473I1.10	0	0	14
15	CBX5	0	0	14
15	NOTCH3	0	0	14
15	ZNF526	0	0	14
15	ERVK13-1	0	0	14
15	CREBL2	0	0	14
15	GTF3C2	0	0	14
15	ASCC3	0	0	14
15	FOXJ2	0	0	14
15	APH1B	0	0	14
15	ZNF275	4	1	21
15	HEATR5B	4	1	21
15	TOPORS	0	0	14
15	ZNF407	0	0	14
15	PER3	0	0	14
15	POLR3A	0	0	14
15	MAFG	4	1	21
15	HSPA12A	0	0	14
15	ORC2	0	0	14
15	KLF11	0	0	14
15	TRERF1	0	0	14
15	NUP214	0	0	14
15	FAM26E	0	0	14
15	NRIP3	0	0	14
15	C10orf118	0	0	14
15	C5orf51	0	0	14
15	CCSER2	0	0	14
15	ATP9A	0	0	14
15	CD2AP	0	0	14
15	PRDM4	4	1	21
15	OSBPL6	0	0	14
15	ARHGEF3	0	0	14
15	BRI3BP	0	0	14
15	ARIH1	0	0	14
15	TPCN1	13	4	35
15	ELMSAN1	0	0	14
15	TMEM104	0	0	14
15	BRD3	4	1	21
15	SALL2	0	0	14
15	ARSD	4	1	21
15	NRIP1	13	4	35
15	MCM8	0	0	14
15	ZSCAN20	0	0	14
15	AVL9	0	0	14
